Player,,,PA,R_prod,WAR/pos,dWAR,oWAR,WPA,BtRuns,Year,Age,Tm,Lg,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
ShedLong,,longsh01,168,31,0.8,-0.9,3,-0.1,-1.142,2019,23,SEA,AL,42,152,21,40,12,1,5,15,16,0,40,0,0,0,1,3,3,0.263,0.333,0.454,0.787,*47/HD5
DerekFisher,,fishede01,167,33,-0.2,-0.1,-6,-0.1,-0.179,2019,25,TOT,AL,57,146,23,27,4,1,7,17,21,0,57,0,0,0,3,5,1,0.185,0.287,0.37,0.657,*7H/9D8
GregoryPolanco,,polangr01,167,34,-0.1,-0.7,-3,-0.6,0.054,2019,27,PIT,NL,42,153,23,37,8,1,6,17,12,1,49,1,0,0,4,3,1,0.242,0.301,0.425,0.726,*9/HD
CarlosGonzalez,,gonzaca01,166,28,-0.8,0.1,-11,-0.5,-1.45,2019,33,TOT,ML,45,145,21,29,3,0,3,10,18,1,52,1,0,2,3,0,3,0.2,0.289,0.283,0.572,79/DH
ChrisIannetta,,iannech01,164,35,-0.1,-0.2,-6,-0.5,-0.737,2019,36,COL,NL,52,144,20,32,10,0,6,21,18,3,54,1,0,1,9,0,0,0.222,0.311,0.417,0.728,*2H/D
MattThaiss,,thaisma01,164,32,0.1,0.4,-3,0.5,-0.415,2019,24,LAA,AL,53,147,17,31,7,0,8,23,17,0,52,0,0,0,4,0,0,0.211,0.293,0.422,0.714,*53/H
MikeFord,,fordmi01,163,43,1,-0.2,8,1.1,1.159,2019,26,NYY,AL,50,143,30,37,7,0,12,25,17,2,28,3,0,0,0,0,0,0.259,0.35,0.559,0.909,*3DH/1
RyanGoins,,goinsry01,163,21,0.1,-0.1,-3,-0.1,-0.459,2019,31,CHW,AL,52,144,13,36,6,1,2,10,17,1,44,1,1,0,7,0,1,0.25,0.333,0.347,0.681,56H/937D
MarkReynolds,,reynoma01,162,29,-1,-0.2,-11,-1.1,-0.11,2019,35,COL,NL,78,135,13,23,7,0,4,20,22,0,57,2,0,3,3,2,0,0.17,0.29,0.311,0.601,*H3/1D
FranciscoCervelli,,cervefr01,160,24,0.1,0.5,-6,0.3,-0.554,2019,33,TOT,NL,48,141,15,30,8,1,3,12,13,0,41,5,1,0,7,1,0,0.213,0.302,0.348,0.649,*2/H3D
AndrewKnapp,,knappan01,160,18,0,0.3,-6,0.1,-1.601,2019,27,PHI,NL,74,136,12,29,9,0,2,8,18,2,51,3,3,0,2,0,0,0.213,0.318,0.324,0.642,*2H/3
ColeTucker,,tuckeco01,159,27,0.1,0.4,-8,0.2,-0.268,2019,22,PIT,NL,56,147,16,31,10,3,2,13,10,1,40,1,1,0,2,0,0,0.211,0.266,0.361,0.626,*6H
PabloReyes,,reyespa01,157,35,-0.5,-0.7,-9,-1,-0.298,2019,25,PIT,NL,71,143,18,29,7,2,2,19,13,0,36,1,0,0,0,1,1,0.203,0.274,0.322,0.596,H798/465
JoshRojas,,rojasjo01,157,31,-0.3,0.1,-7,-0.1,-0.963,2019,25,ARI,NL,41,138,17,30,7,0,2,16,18,0,41,1,0,0,3,4,2,0.217,0.312,0.312,0.624,*7/9H4
JoseRondon,,rondojo02,157,16,-0.3,-0.3,-11,-0.8,-1.427,2019,25,TOT,AL,56,143,10,28,3,0,3,9,11,0,38,2,1,0,4,0,0,0.196,0.263,0.28,0.543,465H/D731
CharlieTilson,,tilsoch01,157,27,-0.3,-0.6,-9,-0.8,0.083,2019,26,CHW,AL,54,144,16,33,5,0,1,12,10,1,38,3,0,0,1,4,0,0.229,0.293,0.285,0.578,*978/H
SamTravis,,travisa01,157,27,-0.6,-0.5,-7,-0.7,-0.574,2019,25,BOS,AL,59,144,17,31,4,1,6,16,11,2,36,1,0,1,6,2,0,0.215,0.274,0.382,0.656,37H/D9
ErikGonzalez,,gonzaer01,156,20,-0.1,0.7,-7,0.5,-1.209,2019,27,PIT,NL,53,142,15,36,4,1,1,6,9,3,37,1,3,1,5,4,1,0.254,0.301,0.317,0.618,65/H78
IanHapp,,happia01,156,44,1,0,5,1,1.024,2019,24,CHC,NL,58,140,25,37,7,1,11,30,15,0,39,0,0,1,1,2,0,0.264,0.333,0.564,0.898,H784/953
MarcoHernandez,,hernama02,155,27,0,0.1,-9,-0.1,-0.746,2019,26,BOS,AL,61,148,18,37,7,0,2,11,3,0,42,3,1,0,1,1,2,0.25,0.279,0.338,0.617,*4H/D6
TylerO'Neill,,oneilty01,151,29,0.3,-0.2,-3,0.2,-0.319,2019,24,STL,NL,60,141,18,37,6,0,5,16,10,0,53,0,0,0,3,1,0,0.262,0.311,0.411,0.723,*7H/98
MeibrysViloria,,vilorme01,148,21,-0.4,0.5,-10,-0.1,-0.641,2019,22,KCR,AL,42,133,7,28,7,0,1,15,10,0,44,0,1,4,4,0,1,0.211,0.259,0.286,0.544,*2/HD
JoshHarrison,,harrijo05,147,17,-1,0.1,-15,-0.9,-1.739,2019,31,DET,AL,36,137,10,24,7,1,1,8,6,0,27,2,0,2,0,4,2,0.175,0.218,0.263,0.48,*4/HD
CesarPuello,,puellce01,147,28,0.6,0.6,0,1.2,0.355,2019,28,TOT,ML,44,125,14,31,5,0,4,18,10,1,38,11,1,0,2,0,0,0.248,0.356,0.384,0.74,879/H
MaxStassi,,stassma01,147,11,-1.3,0,-19,-1.5,-1.598,2019,28,TOT,AL,51,132,7,18,1,0,1,5,12,0,49,1,0,2,3,0,0,0.136,0.211,0.167,0.378,*2/3H1D
CharlieCulberson,,culbech01,144,29,0,-0.3,-4,0,-1.194,2019,30,ATL,NL,108,135,14,35,5,2,5,20,6,0,44,1,1,1,5,0,1,0.259,0.294,0.437,0.731,*H793/615
WilmerDifo,,difowi01,144,21,-0.4,-0.5,-8,-1.1,-0.851,2019,27,WSN,NL,43,131,15,33,2,0,2,8,12,3,29,0,1,0,2,0,1,0.252,0.315,0.313,0.628,*6/5H4
TomasNido,,nidoto01,144,19,-0.7,0.1,-11,-0.8,-0.951,2019,25,NYM,NL,50,136,9,26,5,0,4,14,7,2,37,0,1,0,4,0,0,0.191,0.231,0.316,0.547,*2/H
MacWilliamson,,willima11,144,26,-0.9,0.3,-11,-0.5,-1.684,2019,28,TOT,ML,40,128,13,20,1,0,4,17,14,0,44,2,0,0,3,2,1,0.156,0.25,0.258,0.508,*7/H9D
MikeBrosseau,,brossmi01,142,27,0.6,0,1,0.6,0.502,2019,25,TBR,AL,50,132,17,36,7,0,6,16,7,0,39,2,1,0,3,1,0,0.273,0.319,0.462,0.781,*45H/9713D
CamGallagher,,gallaca01,142,23,0.2,0.2,-4,0.2,-0.763,2019,26,KCR,AL,45,126,14,30,7,0,3,12,11,0,28,3,1,1,3,0,1,0.238,0.312,0.365,0.677,*2/H
DJStewart,,stewadj01,142,26,-0.1,-0.5,-2,-0.4,-0.511,2019,25,BAL,AL,44,126,15,30,6,0,4,15,14,1,26,1,0,1,3,1,2,0.238,0.317,0.381,0.698,*97/HD
ScooterGennett,,gennesc01,139,24,-0.6,-0.4,-10,-1,-0.981,2019,29,TOT,NL,42,133,15,30,7,0,2,11,2,0,41,2,0,2,1,0,0,0.226,0.245,0.323,0.568,*4/H
OdubelHerrera,,herreod01,139,27,-0.1,-0.3,-7,-0.5,-0.307,2019,27,PHI,NL,39,126,12,28,10,1,1,16,11,0,33,1,0,1,0,2,2,0.222,0.288,0.341,0.629,*8/H
JTRiddle,,riddljt01,139,21,-0.4,-0.1,-9,-0.6,-1.227,2019,27,MIA,NL,51,132,15,25,6,0,6,12,5,1,42,2,0,0,3,0,0,0.189,0.23,0.371,0.601,*8H6
SeanRodriguez,,rodrise01,139,32,0.4,0.2,-1,0.6,0.096,2019,34,PHI,NL,76,112,24,25,5,0,4,12,19,0,41,3,4,1,2,1,1,0.223,0.348,0.375,0.723,H56/794813D
HumbertoArteaga,,arteahu01,135,15,-0.2,-0.4,-12,-0.8,-1.079,2019,25,KCR,AL,41,122,11,24,4,0,0,4,8,0,28,2,3,0,2,1,1,0.197,0.258,0.23,0.487,*6/H415
NickSolak,,solakni01,135,31,0.9,-0.3,4,0.7,1.374,2019,24,TEX,AL,33,116,19,34,6,1,5,17,15,1,29,4,0,0,2,2,0,0.293,0.393,0.491,0.884,*D5/4H
AdamDuvall,,duvalad01,130,26,0.6,-0.1,3,0.6,-0.194,2019,30,ATL,NL,41,120,17,32,4,1,10,19,7,0,39,2,0,1,0,0,0,0.267,0.315,0.567,0.882,*7H/9
BryanHoladay,,holadbr01,129,20,0.6,0,2,0.4,-0.905,2019,31,MIA,NL,43,115,12,32,6,0,4,12,11,2,21,1,1,1,5,0,1,0.278,0.344,0.435,0.779,*2/H1
LukeMaile,,mailelu01,129,16,-0.7,0.4,-14,-0.5,-1.21,2019,28,TOR,AL,44,119,9,18,2,1,2,9,8,0,33,0,2,0,1,1,0,0.151,0.205,0.235,0.44,*2/1
TimLopes,,lopesti01,128,22,0.5,0.3,1,0.9,-0.004,2019,25,SEA,AL,41,111,11,30,7,0,1,12,15,0,29,1,0,1,1,6,3,0.27,0.359,0.36,0.72,*7/H94D
JakeRogers,,rogerja03,128,15,-0.8,0.5,-13,-0.5,-1.529,2019,24,DET,AL,35,112,11,14,3,0,4,8,13,0,51,1,2,0,3,0,0,0.125,0.222,0.259,0.481,*2/D
MylesStraw,,strawmy01,128,34,0.6,0.5,-1,1,-0.312,2019,24,HOU,AL,56,108,27,29,4,2,0,7,19,0,24,0,1,0,2,8,1,0.269,0.378,0.343,0.721,6H8/74D9
JoseTrevino,,trevijo01,126,29,0,0.3,-6,0,-0.551,2019,26,TEX,AL,40,120,18,31,9,0,2,13,3,0,27,0,1,2,6,0,0,0.258,0.272,0.383,0.655,*2/H
RomanQuinn,,quinnro01,122,25,0,-0.1,-5,-0.1,-0.146,2019,26,PHI,NL,44,108,18,23,3,1,4,11,12,0,34,1,1,0,2,8,0,0.213,0.298,0.37,0.668,*8H/1
LucasDuda,,dudalu01,119,18,-0.7,-0.5,-8,-1,-0.482,2019,33,KCR,AL,39,105,7,18,4,0,4,15,11,1,32,1,0,2,3,0,0,0.171,0.252,0.324,0.576,3D/H
RosellHerrera,,herrero02,119,19,-0.2,-0.8,-6,-0.9,-0.424,2019,26,MIA,NL,63,105,10,21,6,0,2,11,11,1,27,2,1,0,2,4,1,0.2,0.288,0.314,0.602,*H897/645
NickWilliams,,willini01,112,12,-1,-0.3,-14,-1.2,-1.45,2019,25,PHI,NL,67,106,9,16,4,0,2,5,4,0,43,2,0,0,1,0,0,0.151,0.196,0.245,0.442,*H7/9
MauricioDubon,,dubonma01,111,17,0.5,0.1,-1,0.5,-0.081,2019,24,TOT,NL,30,106,12,29,5,0,4,9,5,0,20,0,0,0,3,3,1,0.274,0.306,0.434,0.74,*46/H
WilliCastro,,castrwi01,110,17,-0.2,-0.1,-5,-0.5,-1.023,2019,22,DET,AL,30,100,10,23,6,1,1,8,6,0,34,2,1,1,4,0,1,0.23,0.284,0.34,0.624,*6/H
NickMartini,,martini02,109,14,0.1,-0.3,-3,-0.2,-0.638,2019,29,TOT,ML,32,93,8,21,4,1,1,7,14,0,26,1,0,1,0,0,0,0.226,0.33,0.323,0.653,*7/H1D
JacePeterson,,peterja01,108,23,-0.2,0.3,-6,0.1,-0.247,2019,29,BAL,AL,29,100,14,22,3,1,2,11,6,0,24,1,0,1,1,4,1,0.22,0.269,0.33,0.599,*7/5H49
TylerWade,,wadety01,108,25,0.3,-0.1,-2,0.3,-0.05,2019,24,NYY,AL,43,94,16,23,3,1,2,11,11,0,28,1,2,0,0,7,0,0.245,0.33,0.362,0.692,47/H5698D
ZackCozart,,cozarza01,107,11,-1.2,0.2,-16,-1.1,-1.55,2019,33,LAA,AL,38,97,4,12,2,0,0,7,5,0,16,2,0,3,2,0,0,0.124,0.178,0.144,0.322,*5/6H4
YonathanDaza,,dazayo01,105,10,-0.8,0,-12,-0.8,-1.05,2019,25,COL,NL,44,97,7,20,1,1,0,3,7,0,21,0,0,1,2,1,0,0.206,0.257,0.237,0.494,*8H/79
ReeseMcGuire,,mcguire01,105,20,1,0.2,4,1,-0.082,2019,24,TOR,AL,30,97,14,29,7,0,5,11,7,0,18,0,0,0,1,0,0,0.299,0.346,0.526,0.872,*2/H
ZackCollins,,colliza01,102,19,-0.1,-0.2,-3,-0.2,-0.118,2019,24,CHW,AL,27,86,10,16,3,1,3,12,14,1,39,1,0,0,1,0,0,0.186,0.307,0.349,0.656,*D2/H3
CorySpangenberg,,spangco01,102,19,0,0.6,-6,0.5,-0.121,2019,28,MIL,NL,32,95,11,22,2,2,2,10,6,1,36,0,1,0,1,3,0,0.232,0.277,0.358,0.635,*4/567H
DustinGarneau,,garnedu01,101,25,0.7,0.4,1,0.9,0.207,2019,31,TOT,AL,35,86,14,21,5,0,3,14,10,0,22,4,0,0,1,0,0,0.244,0.35,0.407,0.757,*2/H3
JeddGyorko,,gyorkje01,101,13,-0.6,0.1,-9,-0.4,0.434,2019,30,TOT,NL,62,92,6,16,1,0,2,9,9,0,24,0,0,0,3,2,0,0.174,0.248,0.25,0.498,*H5/341D
CarlosGomez,,gomezca01,99,17,-0.2,-0.3,-4,-0.4,-0.032,2019,33,NYM,NL,34,86,10,17,3,0,3,10,7,0,30,3,2,1,3,4,1,0.198,0.278,0.337,0.616,*87/9H
StevePearce,,pearcst01,99,17,-0.7,0,-9,-0.6,-1.224,2019,36,BOS,AL,29,89,9,16,4,0,1,9,7,0,31,1,0,1,5,0,0,0.18,0.245,0.258,0.503,*3/D7H
BlakeSwihart,,swihabl01,99,22,-0.6,-0.4,-9,-0.9,-0.759,2019,27,TOT,ML,43,92,13,15,1,0,4,13,6,0,36,1,0,0,2,0,0,0.163,0.222,0.304,0.527,H7/923
MichaelATaylor,,taylomi02,97,12,0,0,-4,0,-0.632,2019,28,WSN,NL,53,88,10,22,7,0,1,3,7,0,34,0,2,0,0,6,0,0.25,0.305,0.364,0.669,H8/9
RafaelOrtega,,ortegra01,96,15,-0.5,0.1,-7,-0.3,-0.144,2019,28,ATL,NL,34,88,7,18,3,0,2,10,8,0,22,0,0,0,2,3,0,0.205,0.271,0.307,0.578,*7H/98
JonathanDavis,,davisjo05,95,12,-0.3,0,-7,-0.4,-0.47,2019,27,TOR,AL,37,83,8,15,1,0,2,6,5,0,24,5,1,1,1,3,1,0.181,0.266,0.265,0.531,*8/H9D7
ScottSchebler,,schebsc01,95,16,-0.6,0.1,-9,-0.5,-1.746,2019,28,CIN,NL,30,81,11,10,2,0,2,7,14,0,27,0,0,0,3,0,1,0.123,0.253,0.222,0.475,*8/H79
ChrisHerrmann,,herrmch01,94,16,-0.1,0,-6,-0.3,-0.315,2019,31,OAK,AL,30,84,9,17,3,0,1,8,9,0,29,0,1,0,4,0,0,0.202,0.28,0.274,0.553,*2/H7
DanielPalka,,palkada01,93,6,-1.1,-0.5,-12,-1.4,-1.548,2019,27,CHW,AL,30,84,4,9,0,0,2,4,8,0,35,1,0,0,3,0,1,0.107,0.194,0.179,0.372,*9/HD3
AbrahamToro,,toroab01,89,20,0.1,0.2,-3,0.2,-0.383,2019,22,HOU,AL,25,78,13,17,3,2,2,9,9,0,19,1,0,1,2,1,1,0.218,0.303,0.385,0.688,*5/H3
WilfredoTovar,,tovarwi01,88,10,-0.2,0.4,-8,0,-0.502,2019,27,LAA,AL,31,83,5,16,5,0,0,5,5,0,15,0,0,0,0,0,0,0.193,0.239,0.253,0.492,*6/H
SamHilliard,,hillisa01,87,19,0.8,-0.2,4,0.6,0.107,2019,25,COL,NL,27,77,13,21,4,2,7,13,9,0,23,1,0,0,1,2,0,0.273,0.356,0.649,1.006,*8/9H7
JaredWalsh,,walshja01,87,10,-0.4,0,-4,-0.3,0.147,2019,25,LAA,AL,31,79,6,16,5,1,1,5,6,1,35,2,0,0,0,0,0,0.203,0.276,0.329,0.605,*3/H1
PatValaika,,valaipa01,86,14,-0.5,-0.1,-8,-0.6,-0.156,2019,26,COL,NL,40,79,11,15,5,1,1,4,7,0,34,0,0,0,1,0,0,0.19,0.256,0.316,0.572,H4/653D
ScottHeineman,,heinesc01,85,13,-0.1,0,-3,-0.1,-0.9,2019,26,TEX,AL,25,75,8,16,6,0,2,7,9,0,20,1,0,0,3,1,2,0.213,0.306,0.373,0.679,/8973
YuChang,,changyu01,84,13,-0.3,0.1,-6,-0.3,-0.496,2019,23,CLE,AL,28,73,8,13,2,1,1,6,11,0,22,0,0,0,4,0,0,0.178,0.286,0.274,0.56,*5/6H
SethBrown,,brownse01,83,24,0.3,0.4,2,0.8,0.627,2019,26,OAK,AL,26,75,11,22,8,2,0,13,7,0,23,1,0,0,2,1,0,0.293,0.361,0.453,0.815,*7/H3
TimFederowicz,,federti01,83,9,-0.3,0,-7,-0.5,-0.91,2019,31,TEX,AL,29,75,6,12,2,0,4,7,5,0,31,0,3,0,1,1,0,0.16,0.213,0.347,0.559,*2/1
RyanMcBroom,,mcbrory01,83,14,0.1,-0.2,-1,0,-0.14,2019,27,KCR,AL,23,75,8,22,5,0,0,6,7,0,25,1,0,0,3,0,0,0.293,0.361,0.36,0.721,*9/3H7
NicoHoerner,,hoernni01,82,27,0.2,0,-2,0.1,-0.453,2019,22,CHC,NL,20,78,13,22,1,1,3,17,3,1,11,0,0,1,3,0,0,0.282,0.305,0.436,0.741,*6/H84
GavinLux,,luxga01,82,19,0.2,0.4,-2,0.6,-0.074,2019,21,LAD,NL,23,75,12,18,4,1,2,9,7,0,24,0,0,0,0,2,0,0.24,0.305,0.4,0.705,*4/HD
KristopherNegron,,negrokr01,82,18,-0.2,0.4,-4,0.3,-0.268,2019,33,TOT,ML,40,77,12,19,1,0,2,8,5,1,26,0,0,0,1,1,1,0.247,0.293,0.338,0.63,H9/87654
BrendanRodgers,,rodgebr02,81,15,-0.5,0,-9,-0.6,-0.604,2019,22,COL,NL,25,76,8,17,2,0,0,7,4,0,27,1,0,0,2,0,0,0.224,0.272,0.25,0.522,*4/6H
RobelGarcia,,garciro02,80,14,0.1,-0.1,-1,0,-0.656,2019,26,CHC,NL,31,72,8,15,2,2,5,11,7,0,35,0,0,1,2,0,0,0.208,0.275,0.5,0.775,*4H/79D
MattSkole,,skolema01,80,13,-0.5,-0.2,-6,-0.6,-0.514,2019,29,CHW,AL,27,72,7,15,2,0,0,6,7,0,31,0,0,1,0,0,0,0.208,0.275,0.236,0.511,D/3H
StephenStrasburg,,strasst01,80,13,0.2,0,-10,0.2,-1.009,2019,30,WSN,NL,33,72,4,12,1,0,1,10,3,0,25,0,5,0,0,0,0,0.167,0.2,0.222,0.422,*1/H
RichardUrena,,urenari01,80,8,0,0,-4,-0.1,-0.034,2019,23,TOR,AL,30,74,4,18,6,0,0,4,2,0,23,1,3,0,0,0,0,0.243,0.273,0.324,0.597,6/4H571
KelvinGutierrez,,gutieke01,79,14,0.1,0.3,-3,0.4,-0.682,2019,24,KCR,AL,20,73,4,19,2,1,1,11,5,0,24,0,0,1,2,1,0,0.26,0.304,0.356,0.66,*5/D
BrettPhillips,,phillbr02,79,11,-0.3,0.6,-6,0.3,-0.264,2019,25,KCR,AL,30,65,7,9,2,0,2,6,10,0,23,0,2,2,1,3,0,0.138,0.247,0.262,0.508,*8/H79D
KevinCron,,cronke01,78,22,0.1,-0.1,-1,0.1,0.054,2019,26,ARI,NL,39,71,12,15,4,0,6,16,4,0,28,2,0,1,2,0,1,0.211,0.269,0.521,0.79,*H3/D5
YangervisSolarte,,solarya01,78,15,-0.4,0,-5,-0.4,-0.541,2019,31,SFG,NL,28,73,9,15,5,0,1,7,4,1,16,0,1,0,4,0,0,0.205,0.247,0.315,0.562,4/7H65
MadisonBumgarner,,bumgama01,76,6,0.4,0,-7,0.3,-0.99,2019,29,SFG,NL,35,63,4,8,0,0,2,4,9,0,40,0,4,0,0,0,0,0.127,0.236,0.222,0.458,*1/H
AustinHays,,haysau01,75,21,0.8,0,5,0.7,0.613,2019,23,BAL,AL,21,68,12,21,6,0,4,13,7,0,13,0,0,0,0,2,0,0.309,0.373,0.574,0.947,*8/H
KyleLewis,,lewisky01,75,17,0.5,-0.2,3,0.3,0.434,2019,23,SEA,AL,18,71,10,19,5,0,6,13,3,0,29,0,0,1,0,0,0,0.268,0.293,0.592,0.885,*9/8H
CedricMullins,,mullice01,74,11,-0.6,0,-10,-0.7,-0.979,2019,24,BAL,AL,22,64,7,6,0,2,0,4,4,0,14,3,2,1,2,1,0,0.094,0.181,0.156,0.337,*8/H
AustinWynns,,wynnsau01,74,12,0,0.4,-6,0.3,-0.415,2019,28,BAL,AL,28,70,8,15,1,0,1,5,3,0,14,0,1,0,2,0,0,0.214,0.247,0.271,0.518,*2/HD
NickHundley,,hundlni01,73,8,-0.3,0.1,-5,-0.4,-1.169,2019,35,OAK,AL,31,70,5,14,3,1,2,5,2,0,18,1,0,0,7,0,1,0.2,0.233,0.357,0.59,*2/H
PatrickCorbin,,corbipa01,72,7,-0.2,0,-14,-0.2,-0.859,2019,29,WSN,NL,31,65,3,6,1,0,0,4,3,0,27,0,4,0,0,0,0,0.092,0.132,0.108,0.24,*1
GiancarloStanton,,stantmi03,72,18,0.5,-0.2,4,0.4,0.396,2019,29,NYY,AL,18,59,8,17,3,0,3,13,12,0,24,0,0,1,1,0,0,0.288,0.403,0.492,0.894,*7/D9
KyleTucker,,tuckeky01,72,22,0.4,0.3,2,0.8,0.142,2019,22,HOU,AL,22,67,15,18,6,0,4,11,4,1,20,1,0,0,1,5,0,0.269,0.319,0.537,0.857,*7*9/H3D
AustinAllen,,allenau01,71,7,-0.3,0.1,-5,-0.4,-0.624,2019,25,SDP,NL,34,65,4,14,4,0,0,3,6,3,21,0,0,0,2,0,0,0.215,0.282,0.277,0.559,*2*H/3
TylerSaladino,,saladty01,71,13,-0.7,0.3,-9,-0.4,-0.167,2019,29,MIL,NL,28,65,7,8,0,0,2,8,5,0,26,1,0,0,1,2,0,0.123,0.197,0.215,0.413,6/7H54
JacobdeGrom,,degroja01,70,8,0.6,0,-5,0.6,-0.166,2019,31,NYM,NL,31,65,4,13,2,0,2,6,4,0,19,0,1,0,0,0,0,0.2,0.246,0.323,0.569,*1/H
LuisGuillorme,,guilllu01,70,10,0.1,0.3,-1,0.4,0.208,2019,24,NYM,NL,45,61,8,15,4,0,1,3,7,0,14,0,2,0,2,0,0,0.246,0.324,0.361,0.684,*H/645D
JohnRyanMurphy,,murphjr01,70,12,0,0.3,-3,0.2,-0.396,2019,28,TOT,NL,26,63,9,11,3,0,4,7,6,0,28,0,1,0,0,0,0,0.175,0.246,0.413,0.659,*2/H1
AaronNola,,nolaaa01,70,8,0.3,0,-10,0.3,-0.303,2019,26,PHI,NL,32,59,6,7,2,0,0,2,6,0,35,0,5,0,0,0,0,0.119,0.2,0.153,0.353,*1
ThairoEstrada,,estrath01,69,21,0.4,-0.2,-1,0.1,0.377,2019,23,NYY,AL,35,64,12,16,3,0,3,12,3,0,15,1,1,0,1,4,0,0.25,0.294,0.438,0.732,4H/679D
NoahSyndergaard,,syndeno01,69,6,0,0,-11,-0.1,-1.077,2019,26,NYM,NL,30,65,6,6,1,0,2,2,3,0,47,0,1,0,1,0,0,0.092,0.132,0.2,0.332,*1
LaMonteWadeJr,,wadela01,69,13,0.1,-0.1,0,0.1,0.431,2019,25,MIN,AL,26,56,10,11,2,1,2,5,11,0,9,2,0,0,0,0,1,0.196,0.348,0.375,0.723,*8/7H93D
NickyDelmonico,,delmoni01,68,11,-0.3,-0.2,-5,-0.5,0.002,2019,26,CHW,AL,21,63,6,13,2,0,1,6,4,0,25,1,0,0,1,0,1,0.206,0.265,0.286,0.55,*7/H3
PhilGosselin,,gosseph01,68,12,-0.2,-0.2,-4,-0.4,-0.546,2019,30,PHI,NL,44,65,5,17,3,0,0,7,3,0,16,0,0,0,1,0,0,0.262,0.294,0.308,0.602,*H/765
CorbanJoseph,,josepco01,68,11,-0.4,0,-8,-0.4,-0.463,2019,30,TOT,ML,28,64,5,10,3,0,1,7,3,0,12,0,0,1,2,0,0,0.156,0.191,0.25,0.441,4H/59D
HyunJinRyu,,ryuhy01,67,5,0.3,0,-6,0.3,-0.822,2019,32,LAD,NL,28,51,3,8,1,0,1,3,4,0,23,0,12,0,0,0,0,0.157,0.218,0.235,0.453,*1/H
JesusSucre,,sucreje01,67,6,-0.1,0.1,-6,-0.1,-0.41,2019,31,BAL,AL,20,62,3,13,2,0,0,3,4,0,13,1,0,0,1,0,0,0.21,0.269,0.242,0.511,*2/H31D
AaronAltherr,,altheaa01,66,10,-0.9,-0.1,-11,-0.9,-0.686,2019,28,TOT,NL,49,61,8,5,2,0,1,3,3,0,25,1,0,1,1,0,0,0.082,0.136,0.164,0.3,*H87/91
WalkerBuehler,,buehlwa01,66,6,0,0,-11,0,-0.797,2019,24,LAD,NL,29,59,5,5,0,0,1,2,4,0,33,0,3,0,0,0,0,0.085,0.143,0.136,0.278,*1
LuisCastillo,,castilu02,66,3,-0.3,0,-14,-0.4,-1.427,2019,26,CIN,NL,31,62,3,6,1,0,0,0,0,0,32,0,4,0,1,0,0,0.097,0.097,0.113,0.21,*1
JackFlaherty,,flaheja01,66,8,0.1,0,-6,0.1,-0.977,2019,23,STL,NL,35,54,4,10,3,0,0,4,2,0,17,0,9,1,0,1,1,0.185,0.211,0.241,0.451,*1/H
YadielRivera,,riverya01,66,11,-0.2,-0.2,-6,-0.5,-0.511,2019,27,MIA,NL,34,60,8,11,2,0,0,3,6,0,20,0,0,0,1,2,0,0.183,0.258,0.217,0.474,H/653948
MaxFried,,friedma01,65,15,0.3,0,-5,0.3,-0.652,2019,25,ATL,NL,38,56,11,11,4,0,0,4,5,0,16,0,4,0,0,0,0,0.196,0.262,0.268,0.53,*1/H
ClaytonKershaw,,kershcl01,65,2,0.1,0,-10,0.1,-0.818,2019,31,LAD,NL,28,49,1,5,1,0,0,1,1,0,16,0,15,0,0,0,0,0.102,0.12,0.122,0.242,*1
JackMayfield,,mayfija01,65,11,-0.4,0.6,-7,0.1,-0.33,2019,28,HOU,AL,26,64,8,10,5,0,2,5,1,0,16,0,0,0,0,0,0,0.156,0.169,0.328,0.497,*6/4H5
NickDini,,dinini01,64,15,0.1,0.1,-3,0.1,-0.022,2019,25,KCR,AL,20,56,11,11,3,0,2,6,4,0,18,2,1,1,1,0,0,0.196,0.27,0.357,0.627,*2/H
KyleHendricks,,hendrky01,64,6,0.2,0,-9,0.1,-0.766,2019,29,CHC,NL,29,54,1,8,1,0,0,5,2,0,29,1,7,0,1,0,0,0.148,0.193,0.167,0.36,*1/H
ZackWheeler,,wheelza01,64,10,0.6,0,-4,0.6,-0.276,2019,29,NYM,NL,28,57,5,12,2,0,1,6,2,0,19,2,3,0,0,0,0,0.211,0.262,0.298,0.561,*1
SandyAlcantara,,alcansa01,63,6,-0.2,0,-12,-0.2,-0.591,2019,23,MIA,NL,31,58,2,5,1,0,0,4,1,0,46,1,3,0,0,0,0,0.086,0.117,0.103,0.22,*1
JoseQuintana,,quintjo01,63,5,-0.4,0,-12,-0.4,-1.081,2019,30,CHC,NL,31,54,2,5,1,0,0,3,0,0,27,0,9,0,1,0,0,0.093,0.093,0.111,0.204,*1
MikeSoroka,,sorokmi01,63,5,-0.1,0,-11,-0.1,-0.921,2019,21,ATL,NL,27,52,2,4,0,0,0,3,2,0,22,2,7,0,1,0,0,0.077,0.143,0.077,0.22,*1
YuDarvish,,darviyu01,62,4,-0.2,0,-12,-0.3,-0.806,2019,32,CHC,NL,30,56,1,5,0,0,0,3,2,0,31,0,3,1,1,0,0,0.089,0.119,0.089,0.208,*1
